"","Name","classId","MeshClass"
"2922","Acetylcysteine","D000998","Antiviral Agents"
"2923","Acetylcysteine","D005100","Expectorants"
"2924","Acetylcysteine","D016166","Free Radical Scavengers"
"2925","icatibant","D000319","Adrenergic beta-Antagonists"
"2926","icatibant","D000894","Anti-Inflammatory Agents, Non-Steroidal"
"2927","alogliptin","D007004","Hypoglycemic Agents"
"2928","alogliptin","D054795","Incretins"
"2929","alogliptin","D054873","Dipeptidyl-Peptidase IV Inhibitors"
"2930","silodosin","D058668","Adrenergic alpha-1 Receptor Antagonists"
"2931","silodosin","D064804","Urological Agents"
"2932","prasugrel","D058921","Purinergic P2Y Receptor Antagonists"
"2933","regadenoson","D058908","Adenosine A2 Receptor Agonists"
"2934","Asenapine","D014150","Antipsychotic Agents"
"2935","lacosamide","D000927","Anticonvulsants"
"2936","rivaroxaban","D000925","Anticoagulants"
"2937","Droxidopa","D000978","Antiparkinson Agents"
"2938","alvimopan","D005765","Gastrointestinal Agents"
"2939","Teriparatide","D050071","Bone Density Conservation Agents"
"2940","Amisulpride","D014150","Antipsychotic Agents"
"2941","Amisulpride","D018492","Dopamine Antagonists"
"2942","simeprevir","D000998","Antiviral Agents"
"2943","simeprevir","D011480","Protease Inhibitors"
"2944","saxagliptin","D054795","Incretins"
"2945","saxagliptin","D054873","Dipeptidyl-Peptidase IV Inhibitors"
"2946","pertuzumab","D000970","Antineoplastic Agents"
"2947","telavancin","D000900","Anti-Bacterial Agents"
"2948","etravirine","D018894","Reverse Transcriptase Inhibitors"
"2949","ceftaroline","N0000175488","Cephalosporin Antibacterial"
"2950","ceftaroline","N0000175488","Cephalosporin Antibacterial"
"2951","ceftaroline","N0000011161","Cephalosporins"
"2952","ceftaroline","N0000011161","Cephalosporins"
"2953","flupirtine","D000700","Analgesics"
"2954","axitinib","D047428","Protein Kinase Inhibitors"
"2955","dalfampridine","D026902","Potassium Channel Blockers"
"2956","liraglutide","D007004","Hypoglycemic Agents"
"2957","liraglutide","D054795","Incretins"
"2958","belatacept","D007166","Immunosuppressive Agents"
"2959","belatacept","D018501","Antirheumatic Agents"
"2960","ethanolamine","N0000175814","Sclerosing Agent"
"2961","ethanolamine","N0000020024","Sclerosing Activity"
"2962","ethanolamine","N0000009905","Vascular Sclerosing Activity"
"2963","Aprotinin","D006490","Hemostatics"
"2964","Aprotinin","D014361","Trypsin Inhibitors"
"2965","Aprotinin","D015842","Serine Proteinase Inhibitors"
"2966","xylometazoline","D014663","Nasal Decongestants"
"2967","dabigatran","D000991","Antithrombins"
"2968","artemether","D000935","Antifungal Agents"
"2969","artemether","D000962","Antimalarials"
"2970","artemether","D000981","Antiprotozoal Agents"
"2971","artemether","D003049","Coccidiostats"
"2972","artemether","D012556","Schistosomicides"
"2973","BETAHISTINE","D014665","Vasodilator Agents"
"2974","BETAHISTINE","D017442","Histamine Agonists"
"2975","dexmethylphenidate","D000697","Central Nervous System Stimulants"
"2976","dexmethylphenidate","D018765","Dopamine Uptake Inhibitors"
"2977","fesoterodine","D018727","Muscarinic Antagonists"
"2978","fesoterodine","D064804","Urological Agents"
"2979","gadobutrol","D003287","Contrast Media"
"2980","gadofosveset","V08CA","Paramagnetic contrast media"
"2981","gadofosveset","N0000180184","Paramagnetic Contrast Agent"
"2982","gadofosveset","N0000175862","Magnetic Resonance Contrast Activity"
"2983","Levonordefrin","D014662","Vasoconstrictor Agents"
"2984","lumefantrine","D000962","Antimalarials"
"2985","Methacholine","D008916","Miotics"
"2986","Methacholine","D010277","Parasympathomimetics"
"2987","Methacholine","D016085","Bronchoconstrictor Agents"
"2988","Methacholine","D018721","Muscarinic Agonists"
"2989","Methyltestosterone","D018931","Antineoplastic Agents, Hormonal"
"2990","Methyltestosterone","D045930","Anabolic Agents"
"2991","Naphazoline","D000316","Adrenergic alpha-Agonists"
"2992","Naphazoline","D014663","Nasal Decongestants"
"2993","nilvadipine","D000959","Antihypertensive Agents"
"2994","nilvadipine","D002121","Calcium Channel Blockers"
"2995","norelgestromin","D003277","Contraceptives, Oral, Combined"
"2996","Potassium","N0000005839","Potassium"
"2997","fospropofol","D006993","Hypnotics and Sedatives"
"2998","Stanozolol","D000728","Androgens"
"2999","Stanozolol","D045930","Anabolic Agents"
"3000","Buserelin","D005300","Fertility Agents, Female"
"3001","Calcium","N0000175901","Calcium"
"3002","Calcium","N0000175597","Phosphate Binder"
"3003","Calcium","N0000175597","Phosphate Binder"
"3004","Calcium","N0000175901","Calcium"
"3005","Calcium","N0000006512","Calcium"
"3006","Calcium","N0000006512","Calcium"
"3007","Calcium","N0000006512","Calcium"
"3008","Calcium","N0000020074","Phosphate Chelating Activity"
"3009","Calcium","N0000020074","Phosphate Chelating Activity"
"3010","lornoxicam","D000894","Anti-Inflammatory Agents, Non-Steroidal"
"3011","Gestodene","D003280","Contraceptives, Oral, Synthetic"
"3012","Gestodene","D011372","Progestins"
"3013","Ambroxol","D005100","Expectorants"
"3014","alcaftadine","D006634","Histamine H1 Antagonists"
"3015","besifloxacin","D059005","Topoisomerase II Inhibitors"
"3016","Dalteparin","D000925","Anticoagulants"
"3017","Dalteparin","D005343","Fibrinolytic Agents"
"3018","difluprednate","D005938","Glucocorticoids"
"3019","Dimercaprol","D002614","Chelating Agents"
"3020","Mafenide","D000891","Anti-Infective Agents, Local"
"3021","methylnaltrexone","D009292","Narcotic Antagonists"
"3022","nepafenac","D000894","Anti-Inflammatory Agents, Non-Steroidal"
"3023","Niclosamide","D000923","Anticestodal Agents"
"3024","Niclosamide","D000969","Antinematodal Agents"
"3025","Nonoxynol-9","D013089","Spermatocidal Agents"
"3026","Plerixafor","D019380","Anti-HIV Agents"
"3027","Plicamycin","D000903","Antibiotics, Antineoplastic"
"3028","Plicamycin","D011500","Protein Synthesis Inhibitors"
"3029","Plicamycin","D019384","Nucleic Acid Synthesis Inhibitors"
"3030","polidocanol","D012597","Sclerosing Solutions"
"3031","tinzaparin","D005343","Fibrinolytic Agents"
"3032","Triclosan","D000891","Anti-Infective Agents, Local"
"3033","Triclosan","D054872","Fatty Acid Synthesis Inhibitors"
"3034","Diloxanide","D000563","Amebicides"
"3035","pipazethate","D000996","Antitussive Agents"
"3036","salicylamide","D000894","Anti-Inflammatory Agents, Non-Steroidal"
"3037","Sulfamoxole","D000890","Anti-Infective Agents"
"3038","Antazoline","D006634","Histamine H1 Antagonists"
"3039","Antazoline","D018926","Anti-Allergic Agents"
"3040","chloropyramine","D006634","Histamine H1 Antagonists"
"3041","isothipendyl","D006633","Histamine Antagonists"
"3042","Nandrolone","D000728","Androgens"
"3043","Nandrolone","D045930","Anabolic Agents"
"3044","Nandrolone","A14AB","Estren derivatives"
"3045","Nandrolone","S01XA","Other ophthalmologicals"
"3046","Nandrolone","N0000000384","Anemia"
"3047","Nandrolone","N0000000612","Breast Neoplasms"
"3048","Nandrolone","N0000000612","Breast Neoplasms"
"3049","Nandrolone","N0000000999","Drug Hypersensitivity"
"3050","Nandrolone","N0000010203","Infant"
"3051","Nandrolone","N0000002153","Nephrosis"
"3052","Nandrolone","N0000010195","Pregnancy"
"3053","Nandrolone","N0000002500","Prostatic Neoplasms"
"3054","Nandrolone","N0000175824","Androgen"
"3055","Nandrolone","N0000175824","Androgen"
"3056","Nandrolone","N0000007806","Nandrolone"
"3057","Nandrolone","N0000000146","Androgen Receptor Agonists"
"3058","Nandrolone","N0000008311","Bone Formation Stimulation"
"3059","Nandrolone","N0000009319","Increased Erythroid Cell Production"
"3060","Nandrolone","N0000009320","Increased Erythropoetin Secretion"
"3061","Nandrolone","N0000009533","Increased Protein Synthesis"
"3062","roxatidine","D000897","Anti-Ulcer Agents"
"3063","roxatidine","D006635","Histamine H2 Antagonists"
"3064","roxatidine","A02BA","H2-receptor antagonists"
"3065","bopindolol","D000319","Adrenergic beta-Antagonists"
"3066","Bupranolol","D000319","Adrenergic beta-Antagonists"
"3067","Bupranolol","D000889","Anti-Arrhythmia Agents"
"3068","Bupranolol","D000959","Antihypertensive Agents"
"3069","tofisopam","D000928","Antidepressive Agents"
"3070","Nadroparin","D000925","Anticoagulants"
"3071","Nadroparin","D005343","Fibrinolytic Agents"
"3072","triflusal","D010975","Platelet Aggregation Inhibitors"
"3073","Ticagrelor","D058921","Purinergic P2Y Receptor Antagonists"
"3074","Hyaluronan","D000276","Adjuvants, Immunologic"
"3075","Hyaluronan","D055675","Viscosupplements"
"3076","azilsartan","N0000175561","Angiotensin 2 Receptor Blocker"
"3077","azilsartan","N0000175561","Angiotensin 2 Receptor Blocker"
"3078","azilsartan","N0000180999","Angiotensin 2 Type 1 Receptor Antagonists"
"3079","azilsartan","N0000180999","Angiotensin 2 Type 1 Receptor Antagonists"
"3080","azilsartan","N0000178477","Decreased Blood Pressure"
"3081","azilsartan","N0000178477","Decreased Blood Pressure"
"3082","deferiprone","D007502","Iron Chelating Agents"
"3083","Acetylcarnitine","D014803","Vitamin B Complex"
"3084","Acetylcarnitine","D018697","Nootropic Agents"
"3085","pitavastatin","D019161","Hydroxymethylglutaryl-CoA Reductase Inhibitors"
"3086","crizotinib","D047428","Protein Kinase Inhibitors"
"3087","Estradiol","D004967","Estrogens"
"3088","Estradiol","G03CA","Natural and semisynthetic estrogens, plain"
"3089","Estradiol","N0000000612","Breast Neoplasms"
"3090","Estradiol","N0000000612","Breast Neoplasms"
"3091","Estradiol","N0000000999","Drug Hypersensitivity"
"3092","Estradiol","N0000003943","Hot Flashes"
"3093","Estradiol","N0000001636","Hypogonadism"
"3094","Estradiol","N0000001992","Menopause, Premature"
"3095","Estradiol","N0000001993","Menorrhagia"
"3096","Estradiol","N0000002135","Neoplasms, Hormone-Dependent"
"3097","Estradiol","N0000003303","Osteoporosis, Postmenopausal"
"3098","Estradiol","N0000002273","Ovarian Diseases"
"3099","Estradiol","N0000002464","Porphyrias"
"3100","Estradiol","N0000010195","Pregnancy"
"3101","Estradiol","N0000003452","Primary Ovarian Insufficiency"
"3102","Estradiol","N0000002500","Prostatic Neoplasms"
"3103","Estradiol","N0000002934","Thromboembolism"
"3104","Estradiol","N0000002935","Thrombophlebitis"
"3105","Estradiol","N0000175825","Estrogen"
"3106","Estradiol","N0000175825","Estrogen"
"3107","Estradiol","N0000007246","Estradiol"
"3108","Estradiol","N0000011402","Estradiol Congeners"
"3109","Estradiol","N0000011402","Estradiol Congeners"
"3110","Estradiol","N0000000100","Estrogen Receptor Agonists"
"3111","Estradiol","N0000000100","Estrogen Receptor Agonists"
"3112","Estradiol","N0000000100","Estrogen Receptor Agonists"
"3113","Estradiol","N0000008311","Bone Formation Stimulation"
"3114","Estradiol","N0000009044","Female Reproductive System Activity Alteration"
"3115","Estradiol","N0000009902","Vaginal Function Alteration"
"3116","fingolimod","D007166","Immunosuppressive Agents"
"3117","gabapentin","D000700","Analgesics"
"3118","gabapentin","D000927","Anticonvulsants"
"3119","gabapentin","D000978","Antiparkinson Agents"
"3120","gabapentin","D002121","Calcium Channel Blockers"
"3121","gabapentin","D014151","Anti-Anxiety Agents"
"3122","gabapentin","D018691","Excitatory Amino Acid Antagonists"
"3123","gabapentin","D018692","Antimanic Agents"
"3124","gabapentin","N03AX","Other antiepileptics"
"3125","gabapentin","N0000000553","Bipolar Disorder"
"3126","gabapentin","N0000000999","Drug Hypersensitivity"
"3127","gabapentin","N0000001127","Epilepsies, Partial"
"3128","gabapentin","N0000002278","Pain"
"3129","gabapentin","N0000002394","Phobic Disorders"
"3130","gabapentin","N0000175753","Anti-epileptic Agent"
"3131","gabapentin","N0000175753","Anti-epileptic Agent"
"3132","gabapentin","N0000006612","gabapentin"
"3133","gabapentin","N0000009915","Unknown Cellular or Molecular Interaction"
"3134","gabapentin","N0000008486","Decreased Central Nervous System Disorganized Electrical Activity"
"3135","gabapentin","N0000008578","Decreased Disorganized Electrical Activity"
"3136","gabapentin","N0000008768","Decreased Organized Electrical Activity"
"3137","gabapentin","N0000008486","Decreased Central Nervous System Disorganized Electrical Activity"
"3138","belimumab","D007166","Immunosuppressive Agents"
"3139","Linagliptin","D007004","Hypoglycemic Agents"
"3140","Linagliptin","D054795","Incretins"
"3141","Linagliptin","D054873","Dipeptidyl-Peptidase IV Inhibitors"
"3142","ASPARAGINASE","D000970","Antineoplastic Agents"
"3143","ASPARAGINASE","L01XX","Other antineoplastic agents"
"3144","ASPARAGINASE","N0000000999","Drug Hypersensitivity"
"3145","ASPARAGINASE","N0000001905","Lymphoma"
"3146","ASPARAGINASE","N0000002290","Pancreatitis"
"3147","ASPARAGINASE","N0000181267","Precursor Cell Lymphoblastic Leukemia-Lymphoma"
"3148","ASPARAGINASE","N0000175669","Asparagine-specific Enzyme"
"3149","ASPARAGINASE","N0000175669","Asparagine-specific Enzyme"
"3150","ASPARAGINASE","N0000006477","Asparaginase"
"3151","ASPARAGINASE","N0000006477","Asparaginase"
"3152","ASPARAGINASE","N0000006477","Asparaginase"
"3153","ASPARAGINASE","N0000000163","Enzyme Interactions"
"3154","ASPARAGINASE","N0000008841","Decreased Protein Synthesis"
"3155","mirabegron","D018727","Muscarinic Antagonists"
"3156","mirabegron","D064804","Urological Agents"
"3157","tofacitinib","D047428","Protein Kinase Inhibitors"
"3158","ponatinib","D000970","Antineoplastic Agents"
"3159","ponatinib","D047428","Protein Kinase Inhibitors"
"3160","bedaquiline","D000995","Antitubercular Agents"
"3161","formestane","D000970","Antineoplastic Agents"
"3162","formestane","D047072","Aromatase Inhibitors"
"3163","fluticasone","D000893","Anti-Inflammatory Agents"
"3164","fluticasone","D001993","Bronchodilator Agents"
"3165","fluticasone","D003879","Dermatologic Agents"
"3166","fluticasone","D018926","Anti-Allergic Agents"
"3167","fluticasone","D07AC","Corticosteroids, potent (group III)"
"3168","fluticasone","R01AD","Corticosteroids"
"3169","fluticasone","R03BA","Glucocorticoids"
"3170","fluticasone","N0000000498","Asthma"
"3171","fluticasone","N0000000999","Drug Hypersensitivity"
"3172","fluticasone","N0000002110","Nasal Polyps"
"3173","fluticasone","N0000002635","Rhinitis, Allergic, Perennial"
"3174","fluticasone","N0000002764","Skin Diseases, Infectious"
"3175","fluticasone","N0000002821","Status Asthmaticus"
"3176","fluticasone","N0000175576","Corticosteroid"
"3177","fluticasone","N0000175576","Corticosteroid"
"3178","fluticasone","N0000005771","fluticasone"
"3179","fluticasone","N0000175450","Corticosteroid Hormone Receptor Agonists"
"3180","fluticasone","N0000000159","Glucocorticoid Receptor Agonists"
"3181","fluticasone","N0000175450","Corticosteroid Hormone Receptor Agonists"
"3182","fluticasone","N0000010253","Decreased Capillary Permeability"
"3183","fluticasone","N0000010248","Decreased Fibroblast Migration"
"3184","fluticasone","N0000008645","Decreased Glucocorticoid Secretion"
"3185","fluticasone","N0000008700","Decreased Lysosomal Function"
"3186","fluticasone","N0000010246","Decreased Polymorphonuclear Leukocyte Migration"
"3187","fluticasone","N0000008841","Decreased Protein Synthesis"
"3188","pomalidomide","D007155","Immunologic Factors"
"3189","pomalidomide","D020533","Angiogenesis Inhibitors"
"3190","trametinib","D000970","Antineoplastic Agents"
"3191","trametinib","D047428","Protein Kinase Inhibitors"
"3192","dabrafenib","D000970","Antineoplastic Agents"
"3193","dabrafenib","D047428","Protein Kinase Inhibitors"
"3194","levomilnacipran","D000928","Antidepressive Agents"
"3195","levomilnacipran","D017367","Serotonin Uptake Inhibitors"
"3196","levomilnacipran","D018759","Adrenergic Uptake Inhibitors"
"3197","dolutegravir","D019428","HIV Integrase Inhibitors"
"3198","obinutuzumab","D000970","Antineoplastic Agents"
"3199","Hexoprenaline","D001993","Bronchodilator Agents"
"3200","Hexoprenaline","D015149","Tocolytic Agents"
"3201","Hexoprenaline","D058666","Adrenergic beta-2 Receptor Agonists"
"3202","Hexetidine","D000891","Anti-Infective Agents, Local"
"3203","Hexetidine","D000935","Antifungal Agents"
"3204","fominoben","D000996","Antitussive Agents"
"3205","FLUPREDNIDENE","D07AB","Corticosteroids, moderately potent (group II)"
"3206","FLUPREDNIDENE","D07XB","Corticosteroids, moderately potent, other combinations"
"3207","Fluocortolone","D000893","Anti-Inflammatory Agents"
"3208","Fluocortolone","D005938","Glucocorticoids"
"3209","Fluclorolone","D07AC","Corticosteroids, potent (group III)"
"3210","floctafenine","D000894","Anti-Inflammatory Agents, Non-Steroidal"
"3211","fenspiride","D001993","Bronchodilator Agents"
"3212","fenbufen","D000894","Anti-Inflammatory Agents, Non-Steroidal"
"3213","fenbufen","D016861","Cyclooxygenase Inhibitors"
"3214","etofibrate","D000924","Anticholesteremic Agents"
"3215","etofibrate","D000960","Hypolipidemic Agents"
"3216","etofenamate","D000894","Anti-Inflammatory Agents, Non-Steroidal"
"3217","Etidocaine","D000779","Anesthetics, Local"
"3218","eprazinone","D005100","Expectorants"
"3219","Cephaloridine","D000900","Anti-Bacterial Agents"
"3220","Articaine","D000779","Anesthetics, Local"
"3221","brotizolam","D006993","Hypnotics and Sedatives"
"3222","bromopride","D000932","Antiemetics"
"3223","bromopride","D018492","Dopamine Antagonists"
"3224","Bromhexine","D005100","Expectorants"
